Admin 1 PCode,Admin 1 Name,Admin 2 PCode,Admin 2 Name,Description,Cluster,Category,Population,In Need,Targeted,Affected,Reached,Info
,,SD09048,Tendalti,Emergency Shelter and Non-Food Items,SHL,Host Communities,,7467,539,,,
,,SD09048,Tendalti,Emergency Shelter and Non-Food Items,SHL,IDP,,7903,2698,,,
,,SD09048,Tendalti,Emergency Shelter and Non-Food Items,SHL,Male,,9370,1725,,,
,,SD09048,Tendalti,Emergency Shelter and Non-Food Items,SHL,Non-hosting population,,19019,425,,,
,,SD09048,Tendalti,Emergency Shelter and Non-Food Items,SHL,People with disability,,2982,550,,,
,,SD09048,Tendalti,Emergency Shelter and Non-Food Items,SHL,total,,34389,3662,,,
,,SD09048,Tendalti,"Water, Sanitation and Hygiene",WSH,Adult,,47118,17628,,,
,,SD09048,Tendalti,"Water, Sanitation and Hygiene",WSH,Children,,76407,28586,,,
,,SD09048,Tendalti,"Water, Sanitation and Hygiene",WSH,Elderly,,3820,1429,,,
,,SD09048,Tendalti,"Water, Sanitation and Hygiene",WSH,Female,,64946,24298,,,
,,SD09048,Tendalti,"Water, Sanitation and Hygiene",WSH,Host Communities,,12247,6397,,,
,,SD09048,Tendalti,"Water, Sanitation and Hygiene",WSH,IDP,,11254,6301,,,
,,SD09048,Tendalti,"Water, Sanitation and Hygiene",WSH,Male,,62399,23345,,,
,,SD09048,Tendalti,"Water, Sanitation and Hygiene",WSH,Non-hosting population,,84390,34945,,,
,,SD09048,Tendalti,"Water, Sanitation and Hygiene",WSH,People with disability,,15281,5717,,,
,,SD09048,Tendalti,"Water, Sanitation and Hygiene",WSH,total,,107891,47644,,,
,,SD09049,As Salam / Ar Rawat,Final caseload,ALL,Adult,91062,121502,70575,,,
,,SD09049,As Salam / Ar Rawat,Final caseload,ALL,Children,108097,144231,83777,,,
,,SD09049,As Salam / Ar Rawat,Final caseload,ALL,Elderly,11146,14872,8638,,,
,,SD09049,As Salam / Ar Rawat,Final caseload,ALL,Female,105784,141144,81984,,,
,,SD09049,As Salam / Ar Rawat,Final caseload,ALL,Host Communities,,316,,,,
,,SD09049,As Salam / Ar Rawat,Final caseload,ALL,IDP,52735,292,37247,,,
,,SD09049,As Salam / Ar Rawat,Final caseload,ALL,Male,104522,139460,81006,,,
,,SD09049,As Salam / Ar Rawat,Final caseload,ALL,Non-hosting population,,63200,,,,
,,SD09049,As Salam / Ar Rawat,Final caseload,ALL,People with disability,31546,42091,24449,,,
,,SD09049,As Salam / Ar Rawat,Final caseload,ALL,Refugees,246732,246732,125743,,,
,,SD09049,As Salam / Ar Rawat,Final caseload,ALL,total,210306,280604,162991,,,
,,SD09049,As Salam / Ar Rawat,Site Management,CCM,Adult,,10735,3762,,,
,,SD09049,As Salam / Ar Rawat,Site Management,CCM,Children,,15010,5306,,,
,,SD09049,As Salam / Ar Rawat,Site Management,CCM,Elderly,,1673,579,,,
,,SD09049,As Salam / Ar Rawat,Site Management,CCM,Female,,14390,5113,,,
,,SD09049,As Salam / Ar Rawat,Site Management,CCM,IDP,,23800,9647,,,
,,SD09049,As Salam / Ar Rawat,Site Management,CCM,Male,,13029,4534,,,
,,SD09049,As Salam / Ar Rawat,Site Management,CCM,People with disability,,1782,1447,,,
,,SD09049,As Salam / Ar Rawat,Site Management,CCM,total,,23800,9647,,,
,,SD09049,As Salam / Ar Rawat,Education,EDU,Children,,9871,4450,,,
,,SD09049,As Salam / Ar Rawat,Education,EDU,Female,,5034,2269,,,
,,SD09049,As Salam / Ar Rawat,Education,EDU,IDP,,9527,4450,,,
,,SD09049,As Salam / Ar Rawat,Education,EDU,Male,,4837,2180,,,
,,SD09049,As Salam / Ar Rawat,Education,EDU,total,,9527,4450,,,
,,SD09049,As Salam / Ar Rawat,Food Security and Livelihoods,FSC,Adult,,17083,30364,,,
,,SD09049,As Salam / Ar Rawat,Food Security and Livelihoods,FSC,Children,,19412,639,,,
,,SD09049,As Salam / Ar Rawat,Food Security and Livelihoods,FSC,Elderly,,2329,959,,,
,,SD09049,As Salam / Ar Rawat,Food Security and Livelihoods,FSC,Female,,19412,17483,,,
,,SD09049,As Salam / Ar Rawat,Food Security and Livelihoods,FSC,IDP,,37533,31962,,,
,,SD09049,As Salam / Ar Rawat,Food Security and Livelihoods,FSC,Male,,19412,14479,,,
,,SD09049,As Salam / Ar Rawat,Food Security and Livelihoods,FSC,People with disability,,5824,799,,,
,,SD09049,As Salam / Ar Rawat,Food Security and Livelihoods,FSC,total,,37533,31962,,,
,,SD09049,As Salam / Ar Rawat,Health,HEA,Adult,,13363,9277,,,
,,SD09049,As Salam / Ar Rawat,Health,HEA,Children,,18070,11013,,,
,,SD09049,As Salam / Ar Rawat,Health,HEA,Elderly,,1469,1136,,,
,,SD09049,As Salam / Ar Rawat,Health,HEA,Female,,16967,10927,,,
,,SD09049,As Salam / Ar Rawat,Health,HEA,IDP,,37024,21426,,,
,,SD09049,As Salam / Ar Rawat,Health,HEA,Male,,15935,10499,,,
,,SD09049,As Salam / Ar Rawat,Health,HEA,People with disability,,4113,3214,,,
,,SD09049,As Salam / Ar Rawat,Health,HEA,total,,37024,21426,,,
,,SD09049,As Salam / Ar Rawat,Multi-Purpose Cash,MPC,Adult,,,1666,,,
,,SD09049,As Salam / Ar Rawat,Multi-Purpose Cash,MPC,Children,,,1978,,,
,,SD09049,As Salam / Ar Rawat,Multi-Purpose Cash,MPC,Elderly,,,204,,,
,,SD09049,As Salam / Ar Rawat,Multi-Purpose Cash,MPC,Female,,,1936,,,
,,SD09049,As Salam / Ar Rawat,Multi-Purpose Cash,MPC,IDP,,,3849,,,
,,SD09049,As Salam / Ar Rawat,Multi-Purpose Cash,MPC,Male,,,1913,,,
,,SD09049,As Salam / Ar Rawat,Multi-Purpose Cash,MPC,People with disability,,,577,,,
,,SD09049,As Salam / Ar Rawat,Multi-Purpose Cash,MPC,total,,,3849,,,
,,SD09049,As Salam / Ar Rawat,Refugee Response,MS,Adult,,60357,60357,,,
,,SD09049,As Salam / Ar Rawat,Refugee Response,MS,Children,,57842,57842,,,
,,SD09049,As Salam / Ar Rawat,Refugee Response,MS,Elderly,,7545,7545,,,
,,SD09049,As Salam / Ar Rawat,Refugee Response,MS,Female,,64129,64129,,,
,,SD09049,As Salam / Ar Rawat,Refugee Response,MS,Male,,61614,61614,,,
,,SD09049,As Salam / Ar Rawat,Refugee Response,MS,People with disability,,18861,18861,,,
,,SD09049,As Salam / Ar Rawat,Refugee Response,MS,total,,125743,125743,,,
,,SD09049,As Salam / Ar Rawat,Nutrition,NUT,Adult,,808,395,,,
,,SD09049,As Salam / Ar Rawat,Nutrition,NUT,Children,,2297,2688,,,
,,SD09049,As Salam / Ar Rawat,Nutrition,NUT,Female,,1979,1766,,,
,,SD09049,As Salam / Ar Rawat,Nutrition,NUT,IDP,,4746,3083,,,
,,SD09049,As Salam / Ar Rawat,Nutrition,NUT,Male,,1126,1317,,,
,,SD09049,As Salam / Ar Rawat,Nutrition,NUT,total,,4746,3083,,,
,,SD09049,As Salam / Ar Rawat,General Protection,PRO,Adult,,16634,5167,,,
,,SD09049,As Salam / Ar Rawat,General Protection,PRO,Children,,16096,5000,,,
,,SD09049,As Salam / Ar Rawat,General Protection,PRO,Elderly,,1817,564,,,
,,SD09049,As Salam / Ar Rawat,General Protection,PRO,Female,,17381,5399,,,
,,SD09049,As Salam / Ar Rawat,General Protection,PRO,IDP,,30118,10731,,,
,,SD09049,As Salam / Ar Rawat,General Protection,PRO,Male,,17166,5332,,,
,,SD09049,As Salam / Ar Rawat,General Protection,PRO,People with disability,,5182,1610,,,
,,SD09049,As Salam / Ar Rawat,General Protection,PRO,total,,30118,10731,,,
,,SD09049,As Salam / Ar Rawat,Child Protection,PRO-CPN,Adult,,1234,257,,,
,,SD09049,As Salam / Ar Rawat,Child Protection,PRO-CPN,Children,,30160,4013,,,
,,SD09049,As Salam / Ar Rawat,Child Protection,PRO-CPN,Female,,15795,2178,,,
,,SD09049,As Salam / Ar Rawat,Child Protection,PRO-CPN,IDP,,21345,4270,,,
,,SD09049,As Salam / Ar Rawat,Child Protection,PRO-CPN,Male,,15599,2092,,,
,,SD09049,As Salam / Ar Rawat,Child Protection,PRO-CPN,People with disability,,4710,640,,,
,,SD09049,As Salam / Ar Rawat,Child Protection,PRO-CPN,total,,21345,4270,,,
,,SD09049,As Salam / Ar Rawat,Gender-Based Violence (GBV),PRO-GBV,Adult,,18809,6652,,,
,,SD09049,As Salam / Ar Rawat,Gender-Based Violence (GBV),PRO-GBV,Children,,18810,6652,,,
,,SD09049,As Salam / Ar Rawat,Gender-Based Violence (GBV),PRO-GBV,Elderly,,768,271,,,
,,SD09049,As Salam / Ar Rawat,Gender-Based Violence (GBV),PRO-GBV,Female,,34549,12218,,,
,,SD09049,As Salam / Ar Rawat,Gender-Based Violence (GBV),PRO-GBV,IDP,,35696,13443,,,
,,SD09049,As Salam / Ar Rawat,Gender-Based Violence (GBV),PRO-GBV,Male,,3838,1357,,,
,,SD09049,As Salam / Ar Rawat,Gender-Based Violence (GBV),PRO-GBV,People with disability,,5759,1358,,,
,,SD09049,As Salam / Ar Rawat,Gender-Based Violence (GBV),PRO-GBV,total,,35696,13443,,,
,,SD09049,As Salam / Ar Rawat,Mine Action,PRO-MIN,Adult,,11285,3162,,,
,,SD09049,As Salam / Ar Rawat,Mine Action,PRO-MIN,Children,,14891,3523,,,
,,SD09049,As Salam / Ar Rawat,Mine Action,PRO-MIN,Elderly,,1243,411,,,
,,SD09049,As Salam / Ar Rawat,Mine Action,PRO-MIN,Female,,14190,3540,,,
,,SD09049,As Salam / Ar Rawat,Mine Action,PRO-MIN,IDP,,35335,7095,,,
,,SD09049,As Salam / Ar Rawat,Mine Action,PRO-MIN,Male,,13229,3555,,,
,,SD09049,As Salam / Ar Rawat,Mine Action,PRO-MIN,People with disability,,,1062,,,
,,SD09049,As Salam / Ar Rawat,Mine Action,PRO-MIN,total,,35335,7095,,,
,,SD09049,As Salam / Ar Rawat,Emergency Shelter and Non-Food Items,SHL,Adult,,17468,3638,,,
,,SD09049,As Salam / Ar Rawat,Emergency Shelter and Non-Food Items,SHL,Children,,23622,5130,,,
,,SD09049,As Salam / Ar Rawat,Emergency Shelter and Non-Food Items,SHL,Elderly,,1920,560,,,
,,SD09049,As Salam / Ar Rawat,Emergency Shelter and Non-Food Items,SHL,Female,,22180,4810,,,
,,SD09049,As Salam / Ar Rawat,Emergency Shelter and Non-Food Items,SHL,IDP,,27325,9328,,,
,,SD09049,As Salam / Ar Rawat,Emergency Shelter and Non-Food Items,SHL,Male,,20830,4518,,,
,,SD09049,As Salam / Ar Rawat,Emergency Shelter and Non-Food Items,SHL,People with disability,,6452,1399,,,
,,SD09049,As Salam / Ar Rawat,Emergency Shelter and Non-Food Items,SHL,total,,27325,9328,,,
,,SD09049,As Salam / Ar Rawat,"Water, Sanitation and Hygiene",WSH,Adult,,18685,8061,,,
,,SD09049,As Salam / Ar Rawat,"Water, Sanitation and Hygiene",WSH,Children,,30299,13072,,,
,,SD09049,As Salam / Ar Rawat,"Water, Sanitation and Hygiene",WSH,Elderly,,1515,654,,,
,,SD09049,As Salam / Ar Rawat,"Water, Sanitation and Hygiene",WSH,Female,,25754,11111,,,
,,SD09049,As Salam / Ar Rawat,"Water, Sanitation and Hygiene",WSH,IDP,,38911,21787,,,
,,SD09049,As Salam / Ar Rawat,"Water, Sanitation and Hygiene",WSH,Male,,24745,10675,,,
,,SD09049,As Salam / Ar Rawat,"Water, Sanitation and Hygiene",WSH,People with disability,,6060,2614,,,
,,SD09049,As Salam / Ar Rawat,"Water, Sanitation and Hygiene",WSH,total,,38911,21787,,,
,,SD09050,Al Gitaina,Final caseload,ALL,Adult,113208,65448,40245,,,
,,SD09050,Al Gitaina,Final caseload,ALL,Children,134385,77691,47774,,,
,,SD09050,Al Gitaina,Final caseload,ALL,Elderly,13857,8011,4926,,,
,,SD09050,Al Gitaina,Final caseload,ALL,Female,131509,76028,46751,,,
,,SD09050,Al Gitaina,Final caseload,ALL,Host Communities,28382,193101,22028,,,
,,SD09050,Al Gitaina,Final caseload,ALL,IDP,28380,162400,20045,,,
,,SD09050,Al Gitaina,Final caseload,ALL,Male,129941,75122,46194,,,
,,SD09050,Al Gitaina,Final caseload,ALL,Non-hosting population,204686,69872,50872,,,
,,SD09050,Al Gitaina,Final caseload,ALL,People with disability,39218,22672,13942,,,
,,SD09050,Al Gitaina,Final caseload,ALL,Refugees,2,2,,,,
,,SD09050,Al Gitaina,Final caseload,ALL,total,261450,151150,92945,,,
,,SD09050,Al Gitaina,Site Management,CCM,Adult,,4651,2025,,,
,,SD09050,Al Gitaina,Site Management,CCM,Children,,6503,2856,,,
,,SD09050,Al Gitaina,Site Management,CCM,Elderly,,725,312,,,
,,SD09050,Al Gitaina,Site Management,CCM,Female,,6234,2752,,,
,,SD09050,Al Gitaina,Site Management,CCM,IDP,,12808,5192,,,
,,SD09050,Al Gitaina,Site Management,CCM,Male,,5645,2440,,,
,,SD09050,Al Gitaina,Site Management,CCM,People with disability,,10002,779,,,
,,SD09050,Al Gitaina,Site Management,CCM,total,,12808,5192,,,
,,SD09050,Al Gitaina,Education,EDU,Children,,67252,15457,,,
,,SD09050,Al Gitaina,Education,EDU,Female,,34299,7883,,,
,,SD09050,Al Gitaina,Education,EDU,Host Communities,,5430,2124,,,
,,SD09050,Al Gitaina,Education,EDU,IDP,,5127,2395,,,
,,SD09050,Al Gitaina,Education,EDU,Male,,32954,7574,,,
,,SD09050,Al Gitaina,Education,EDU,Non-hosting population,,36324,10938,,,
,,SD09050,Al Gitaina,Education,EDU,total,,46881,15457,,,
,,SD09050,Al Gitaina,Food Security and Livelihoods,FSC,Adult,,88610,68937,,,
,,SD09050,Al Gitaina,Food Security and Livelihoods,FSC,Children,,100694,1451,,,
,,SD09050,Al Gitaina,Food Security and Livelihoods,FSC,Elderly,,12083,2177,,,
,,SD09050,Al Gitaina,Food Security and Livelihoods,FSC,Female,,100694,39693,,,
,,SD09050,Al Gitaina,Food Security and Livelihoods,FSC,Host Communities,,22093,21484,,,
,,SD09050,Al Gitaina,Food Security and Livelihoods,FSC,IDP,,20199,17201,,,
,,SD09050,Al Gitaina,Food Security and Livelihoods,FSC,Male,,100694,32872,,,
,,SD09050,Al Gitaina,Food Security and Livelihoods,FSC,Non-hosting population,,86020,33881,,,
,,SD09050,Al Gitaina,Food Security and Livelihoods,FSC,People with disability,,30208,1814,,,
,,SD09050,Al Gitaina,Food Security and Livelihoods,FSC,total,,128312,72566,,,
,,SD09050,Al Gitaina,Health,HEA,Adult,,55810,17174,,,
,,SD09050,Al Gitaina,Health,HEA,Children,,73421,20386,,,
,,SD09050,Al Gitaina,Health,HEA,Elderly,,7296,2102,,,
,,SD09050,Al Gitaina,Health,HEA,Female,,70628,20228,,,
,,SD09050,Al Gitaina,Health,HEA,Host Communities,,18713,10936,,,
,,SD09050,Al Gitaina,Health,HEA,IDP,,19925,11531,,,
,,SD09050,Al Gitaina,Health,HEA,Male,,65899,19434,,,
,,SD09050,Al Gitaina,Health,HEA,Non-hosting population,,58597,17195,,,
,,SD09050,Al Gitaina,Health,HEA,People with disability,,28022,5949,,,
,,SD09050,Al Gitaina,Health,HEA,total,,97234,39662,,,
,,SD09050,Al Gitaina,Multi-Purpose Cash,MPC,Adult,,,3596,,,
,,SD09050,Al Gitaina,Multi-Purpose Cash,MPC,Children,,,4269,,,
,,SD09050,Al Gitaina,Multi-Purpose Cash,MPC,Elderly,,,440,,,
,,SD09050,Al Gitaina,Multi-Purpose Cash,MPC,Female,,,4177,,,
,,SD09050,Al Gitaina,Multi-Purpose Cash,MPC,Host Communities,,,1473,,,
,,SD09050,Al Gitaina,Multi-Purpose Cash,MPC,IDP,,,2071,,,
,,SD09050,Al Gitaina,Multi-Purpose Cash,MPC,Male,,,4128,,,
,,SD09050,Al Gitaina,Multi-Purpose Cash,MPC,Non-hosting population,,,4761,,,
,,SD09050,Al Gitaina,Multi-Purpose Cash,MPC,People with disability,,,1246,,,
,,SD09050,Al Gitaina,Multi-Purpose Cash,MPC,total,,,8305,,,
,,SD09050,Al Gitaina,Nutrition,NUT,Adult,,2519,1791,,,
,,SD09050,Al Gitaina,Nutrition,NUT,Children,,15903,10824,,,
,,SD09050,Al Gitaina,Nutrition,NUT,Female,,10630,7312,,,
,,SD09050,Al Gitaina,Nutrition,NUT,Host Communities,,2512,1568,,,
,,SD09050,Al Gitaina,Nutrition,NUT,IDP,,2554,1659,,,
,,SD09050,Al Gitaina,Nutrition,NUT,Male,,7792,5304,,,
,,SD09050,Al Gitaina,Nutrition,NUT,Non-hosting population,,15288,9382,,,
,,SD09050,Al Gitaina,Nutrition,NUT,total,,20354,12609,,,
,,SD09050,Al Gitaina,General Protection,PRO,Adult,,35199,7278,,,
,,SD09050,Al Gitaina,General Protection,PRO,Children,,34061,7042,,,
,,SD09050,Al Gitaina,General Protection,PRO,Elderly,,3845,795,,,
,,SD09050,Al Gitaina,General Protection,PRO,Female,,36780,7605,,,
,,SD09050,Al Gitaina,General Protection,PRO,Host Communities,,4635,1339,,,
,,SD09050,Al Gitaina,General Protection,PRO,IDP,,16209,5775,,,
,,SD09050,Al Gitaina,General Protection,PRO,Male,,36325,7509,,,
,,SD09050,Al Gitaina,General Protection,PRO,Non-hosting population,,32367,8000,,,
,,SD09050,Al Gitaina,General Protection,PRO,People with disability,,10966,2267,,,
,,SD09050,Al Gitaina,General Protection,PRO,total,,53211,15114,,,
,,SD09050,Al Gitaina,Child Protection,PRO-CPN,Adult,,7117,179,,,
,,SD09050,Al Gitaina,Child Protection,PRO-CPN,Children,,47629,2776,,,
,,SD09050,Al Gitaina,Child Protection,PRO-CPN,Female,,27544,1509,,,
,,SD09050,Al Gitaina,Child Protection,PRO-CPN,Host Communities,,6125,515,,,
,,SD09050,Al Gitaina,Child Protection,PRO-CPN,IDP,,15316,1920,,,
,,SD09050,Al Gitaina,Child Protection,PRO-CPN,Male,,27202,1446,,,
,,SD09050,Al Gitaina,Child Protection,PRO-CPN,Non-hosting population,,22520,520,,,
,,SD09050,Al Gitaina,Child Protection,PRO-CPN,People with disability,,8212,443,,,
,,SD09050,Al Gitaina,Child Protection,PRO-CPN,total,,43961,2955,,,
,,SD09050,Al Gitaina,Gender-Based Violence (GBV),PRO-GBV,Adult,,24647,3901,,,
,,SD09050,Al Gitaina,Gender-Based Violence (GBV),PRO-GBV,Children,,24647,3901,,,
,,SD09050,Al Gitaina,Gender-Based Violence (GBV),PRO-GBV,Elderly,,1006,160,,,
,,SD09050,Al Gitaina,Gender-Based Violence (GBV),PRO-GBV,Female,,45270,7166,,,
,,SD09050,Al Gitaina,Gender-Based Violence (GBV),PRO-GBV,Host Communities,,10080,1051,,,
,,SD09050,Al Gitaina,Gender-Based Violence (GBV),PRO-GBV,IDP,,19210,7235,,,
,,SD09050,Al Gitaina,Gender-Based Violence (GBV),PRO-GBV,Male,,5030,796,,,
,,SD09050,Al Gitaina,Gender-Based Violence (GBV),PRO-GBV,Non-hosting population,,17403,1487,,,
,,SD09050,Al Gitaina,Gender-Based Violence (GBV),PRO-GBV,People with disability,,7545,796,,,
,,SD09050,Al Gitaina,Gender-Based Violence (GBV),PRO-GBV,total,,46693,9772,,,
,,SD09050,Al Gitaina,Mine Action,PRO-MIN,Adult,,19175,5875,,,
,,SD09050,Al Gitaina,Mine Action,PRO-MIN,Children,,24990,6546,,,
,,SD09050,Al Gitaina,Mine Action,PRO-MIN,Elderly,,2460,763,,,
,,SD09050,Al Gitaina,Mine Action,PRO-MIN,Female,,24218,6579,,,
,,SD09050,Al Gitaina,Mine Action,PRO-MIN,Host Communities,,7053,2545,,,
,,SD09050,Al Gitaina,Mine Action,PRO-MIN,IDP,,19016,3818,,,
,,SD09050,Al Gitaina,Mine Action,PRO-MIN,Male,,22407,6606,,,
,,SD09050,Al Gitaina,Mine Action,PRO-MIN,Non-hosting population,,29784,6822,,,
,,SD09050,Al Gitaina,Mine Action,PRO-MIN,People with disability,,,1973,,,
,,SD09050,Al Gitaina,Mine Action,PRO-MIN,total,,55853,13186,,,
,,SD09050,Al Gitaina,Emergency Shelter and Non-Food Items,SHL,Adult,,11419,2590,,,
,,SD09050,Al Gitaina,Emergency Shelter and Non-Food Items,SHL,Children,,15023,3480,,,
,,SD09050,Al Gitaina,Emergency Shelter and Non-Food Items,SHL,Elderly,,1493,386,,,
,,SD09050,Al Gitaina,Emergency Shelter and Non-Food Items,SHL,Female,,14451,3340,,,
,,SD09050,Al Gitaina,Emergency Shelter and Non-Food Items,SHL,Host Communities,,13894,1003,,,
,,SD09050,Al Gitaina,Emergency Shelter and Non-Food Items,SHL,IDP,,14705,5020,,,
,,SD09050,Al Gitaina,Emergency Shelter and Non-Food Items,SHL,Male,,13484,3116,,,
,,SD09050,Al Gitaina,Emergency Shelter and Non-Food Items,SHL,Non-hosting population,,19364,433,,,
,,SD09050,Al Gitaina,Emergency Shelter and Non-Food Items,SHL,People with disability,,4190,968,,,
,,SD09050,Al Gitaina,Emergency Shelter and Non-Food Items,SHL,total,,47963,6456,,,
,,SD09050,Al Gitaina,"Water, Sanitation and Hygiene",WSH,Adult,,20878,21907,,,
,,SD09050,Al Gitaina,"Water, Sanitation and Hygiene",WSH,Children,,33857,35524,,,
,,SD09050,Al Gitaina,"Water, Sanitation and Hygiene",WSH,Elderly,,1693,1776,,,
,,SD09050,Al Gitaina,"Water, Sanitation and Hygiene",WSH,Female,,28778,30195,,,
,,SD09050,Al Gitaina,"Water, Sanitation and Hygiene",WSH,Host Communities,,22787,11903,,,
,,SD09050,Al Gitaina,"Water, Sanitation and Hygiene",WSH,IDP,,20940,11725,,,
,,SD09050,Al Gitaina,"Water, Sanitation and Hygiene",WSH,Male,,27650,29011,,,
,,SD09050,Al Gitaina,"Water, Sanitation and Hygiene",WSH,Non-hosting population,,85921,35579,,,
,,SD09050,Al Gitaina,"Water, Sanitation and Hygiene",WSH,People with disability,,6771,7105,,,
,,SD09050,Al Gitaina,"Water, Sanitation and Hygiene",WSH,total,,129649,59207,,,
,,SD09051,Aj Jabalain,Final caseload,ALL,Adult,212987,194966,194625,,,
,,SD09051,Aj Jabalain,Final caseload,ALL,Children,252829,231438,231033,,,
,,SD09051,Aj Jabalain,Final caseload,ALL,Elderly,26070,23864,23822,,,
,,SD09051,Aj Jabalain,Final caseload,ALL,Female,247419,226485,226089,,,
,,SD09051,Aj Jabalain,Final caseload,ALL,Host Communities,220275,3954,170960,,,
,,SD09051,Aj Jabalain,Final caseload,ALL,IDP,129299,2806,91325,,,
,,SD09051,Aj Jabalain,Final caseload,ALL,Male,244467,223783,223392,,,
,,SD09051,Aj Jabalain,Final caseload,ALL,Non-hosting population,,51057,,,,
,,SD09051,Aj Jabalain,Final caseload,ALL,People with disability,73783,67540,67422,,,
,,SD09051,Aj Jabalain,Final caseload,ALL,Refugees,146681,146681,187195,,,
,,SD09051,Aj Jabalain,Final caseload,ALL,total,491886,450268,449480,,,
,,SD09051,Aj Jabalain,Site Management,CCM,Adult,,26107,9225,,,
,,SD09051,Aj Jabalain,Site Management,CCM,Children,,36504,13010,,,
,,SD09051,Aj Jabalain,Site Management,CCM,Elderly,,4070,1419,,,
,,SD09051,Aj Jabalain,Site Management,CCM,Female,,34995,12537,,,
,,SD09051,Aj Jabalain,Site Management,CCM,IDP,,58353,23654,,,
,,SD09051,Aj Jabalain,Site Management,CCM,Male,,31686,11117,,,
,,SD09051,Aj Jabalain,Site Management,CCM,People with disability,,1978,3548,,,
,,SD09051,Aj Jabalain,Site Management,CCM,total,,58353,23654,,,
,,SD09051,Aj Jabalain,Education,EDU,Children,,64685,27398,,,
,,SD09051,Aj Jabalain,Education,EDU,Female,,32989,13973,,,
,,SD09051,Aj Jabalain,Education,EDU,Host Communities,,42140,16487,,,
,,SD09051,Aj Jabalain,Education,EDU,IDP,,23358,10911,,,
,,SD09051,Aj Jabalain,Education,EDU,Male,,31696,13425,,,
,,SD09051,Aj Jabalain,Education,EDU,total,,65498,27398,,,
,,SD09051,Aj Jabalain,Food Security and Livelihoods,FSC,Adult,,112793,232849,,,
,,SD09051,Aj Jabalain,Food Security and Livelihoods,FSC,Children,,128174,4902,,,
,,SD09051,Aj Jabalain,Food Security and Livelihoods,FSC,Elderly,,15381,7353,,,
,,SD09051,Aj Jabalain,Food Security and Livelihoods,FSC,Female,,128174,134072,,,
,,SD09051,Aj Jabalain,Food Security and Livelihoods,FSC,Host Communities,,171467,166737,,,
,,SD09051,Aj Jabalain,Food Security and Livelihoods,FSC,IDP,,92027,78367,,,
,,SD09051,Aj Jabalain,Food Security and Livelihoods,FSC,Male,,128174,111032,,,
,,SD09051,Aj Jabalain,Food Security and Livelihoods,FSC,People with disability,,38452,6128,,,
,,SD09051,Aj Jabalain,Food Security and Livelihoods,FSC,total,,263494,245104,,,
,,SD09051,Aj Jabalain,Health,HEA,Adult,,83443,59499,,,
,,SD09051,Aj Jabalain,Health,HEA,Children,,111901,70630,,,
,,SD09051,Aj Jabalain,Health,HEA,Elderly,,8972,7283,,,
,,SD09051,Aj Jabalain,Health,HEA,Female,,106029,70080,,,
,,SD09051,Aj Jabalain,Health,HEA,Host Communities,,145229,84878,,,
,,SD09051,Aj Jabalain,Health,HEA,IDP,,90778,52533,,,
,,SD09051,Aj Jabalain,Health,HEA,Male,,98288,67332,,,
,,SD09051,Aj Jabalain,Health,HEA,People with disability,,26952,20612,,,
,,SD09051,Aj Jabalain,Health,HEA,total,,236007,137412,,,
,,SD09051,Aj Jabalain,Multi-Purpose Cash,MPC,Adult,,,9035,,,
,,SD09051,Aj Jabalain,Multi-Purpose Cash,MPC,Children,,,10725,,,
